x1,x2,y
12.600000000000001,7.800000000000001,0
0.0,10.4,0
4.2,10.4,0
0.0,5.2,0
12.600000000000001,6.5,0
4.2,1.3,0
18.900000000000002,11.700000000000001,0
16.8,9.1,0
2.1,6.5,0
4.2,10.4,0
16.8,5.2,0
12.600000000000001,10.4,0
0.0,0.0,1
14.700000000000001,2.6,0
6.300000000000001,1.3,0
0.0,1.3,1
14.700000000000001,10.4,1
16.8,0.0,0
8.4,6.5,0
8.4,9.1,0
2.1,5.2,0
2.1,6.5,0
16.8,0.0,0
16.8,2.6,0
4.2,0.0,1
2.1,2.6,0
2.1,5.2,1
10.5,5.2,0
14.700000000000001,6.5,0
0.0,3.9000000000000004,0
6.300000000000001,9.1,0
8.4,11.700000000000001,1
4.2,2.6,0
6.300000000000001,7.800000000000001,1
16.8,7.800000000000001,0
4.2,7.800000000000001,0
4.2,1.3,0
0.0,5.2,1
18.900000000000002,0.0,0
16.8,7.800000000000001,0
2.1,7.800000000000001,0
14.700000000000001,10.4,0
8.4,9.1,0
4.2,11.700000000000001,1
12.600000000000001,7.800000000000001,0
6.300000000000001,6.5,0
6.300000000000001,3.9000000000000004,0
4.2,3.9000000000000004,0
4.2,1.3,0
2.1,9.1,0
0.0,5.2,1
6.300000000000001,3.9000000000000004,1
18.900000000000002,2.6,0
18.900000000000002,9.1,0
18.900000000000002,1.3,0
18.900000000000002,3.9000000000000004,0
14.700000000000001,0.0,0
14.700000000000001,1.3,0
10.5,11.700000000000001,0
6.300000000000001,9.1,1
18.900000000000002,2.6,0
2.1,5.2,1
2.1,10.4,1
16.8,2.6,0
12.600000000000001,1.3,0
0.0,11.700000000000001,0
16.8,1.3,0
8.4,6.5,0
6.300000000000001,3.9000000000000004,1
10.5,2.6,0
12.600000000000001,1.3,0
16.8,7.800000000000001,0
16.8,9.1,0
14.700000000000001,7.800000000000001,0
18.900000000000002,2.6,0
14.700000000000001,5.2,0
18.900000000000002,3.9000000000000004,0
12.600000000000001,5.2,0
2.1,9.1,0
8.4,10.4,0
18.900000000000002,11.700000000000001,0
16.8,1.3,0
2.1,6.5,1
12.600000000000001,6.5,0
4.2,0.0,0
2.1,9.1,0
6.300000000000001,10.4,0
8.4,3.9000000000000004,0
2.1,7.800000000000001,0
14.700000000000001,2.6,0
4.2,0.0,0
4.2,3.9000000000000004,1
4.2,5.2,0
4.2,1.3,0
14.700000000000001,7.800000000000001,0
8.4,9.1,0
6.300000000000001,3.9000000000000004,0
18.900000000000002,2.6,0
0.0,0.0,0
4.2,7.800000000000001,0
10.5,9.1,0
10.5,5.2,0
10.5,9.1,0
10.5,3.9000000000000004,0
10.5,6.5,0
14.700000000000001,1.3,0
16.8,5.2,0
16.8,10.4,0
0.0,3.9000000000000004,0
10.5,1.3,0
6.300000000000001,5.2,1
12.600000000000001,1.3,0
0.0,2.6,1
14.700000000000001,2.6,0
16.8,10.4,0
10.5,1.3,0
10.5,5.2,0
16.8,3.9000000000000004,0
6.300000000000001,1.3,0
4.2,3.9000000000000004,0
8.4,6.5,0
8.4,7.800000000000001,1
4.2,7.800000000000001,0
18.900000000000002,11.700000000000001,1
2.1,7.800000000000001,1
8.4,3.9000000000000004,0
8.4,11.700000000000001,0
12.600000000000001,10.4,0
18.900000000000002,3.9000000000000004,0
6.300000000000001,10.4,1
0.0,3.9000000000000004,0
16.8,6.5,0
4.2,2.6,0
4.2,7.800000000000001,0
16.8,5.2,0
16.8,3.9000000000000004,0
18.900000000000002,7.800000000000001,0
2.1,10.4,1
10.5,2.6,0
16.8,5.2,0
16.8,2.6,0
2.1,11.700000000000001,0
0.0,2.6,0
0.0,0.0,1
12.600000000000001,3.9000000000000004,0
10.5,6.5,0
12.600000000000001,1.3,0
8.4,3.9000000000000004,0
10.5,7.800000000000001,0
18.900000000000002,3.9000000000000004,0
2.1,6.5,0
4.2,3.9000000000000004,1
6.300000000000001,6.5,1
18.900000000000002,1.3,0
10.5,5.2,0
14.700000000000001,6.5,0
2.1,2.6,0
12.600000000000001,3.9000000000000004,0
12.600000000000001,3.9000000000000004,0
4.2,9.1,0
0.0,5.2,1
8.4,2.6,0
14.700000000000001,11.700000000000001,0
14.700000000000001,11.700000000000001,1
4.2,2.6,0
14.700000000000001,2.6,0
12.600000000000001,2.6,0
12.600000000000001,5.2,0
6.300000000000001,7.800000000000001,1
2.1,10.4,0
16.8,10.4,0
4.2,7.800000000000001,0
0.0,0.0,0
4.2,11.700000000000001,0
0.0,2.6,0
